generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
251,340,1.8181818181818182e-05,2e-05,1.9845454545454546e-05,5.070576279049159e-07
252,332,1.8181818181818182e-05,2e-05,1.9863636363636363e-05,4.788933524024858e-07
253,336,1.8181818181818182e-05,2e-05,1.9822727272727275e-05,5.393407362253228e-07
254,341,1.8181818181818182e-05,2e-05,1.979545454545455e-05,5.745102118074168e-07
255,357,1.8181818181818182e-05,2e-05,1.9822727272727275e-05,5.393407362253228e-07
256,335,1.8181818181818182e-05,2e-05,1.9836363636363636e-05,5.203304735002089e-07
257,330,1.8181818181818182e-05,2e-05,1.9831818181818185e-05,5.26782687642541e-07
258,351,1.8181818181818182e-05,2e-05,1.9872727272727273e-05,4.6390366626085097e-07
259,324,1.8181818181818182e-05,2e-05,1.987727272727273e-05,4.5615623682752565e-07
260,362,1.8181818181818182e-05,2e-05,1.991818181818182e-05,3.769165898477532e-07
261,332,1.8181818181818182e-05,2e-05,1.9913636363636367e-05,3.867377867526894e-07
262,349,1.8181818181818182e-05,2e-05,1.9904545454545458e-05,4.0551467144883856e-07
263,333,1.8181818181818182e-05,2e-05,1.987727272727273e-05,4.5615623682752565e-07
264,347,1.8181818181818182e-05,2e-05,1.9881818181818183e-05,4.4822883765895627e-07
265,357,1.8181818181818182e-05,2e-05,1.9890909090909093e-05,4.3179425771049766e-07
266,350,1.8181818181818182e-05,2e-05,1.9945454545454545e-05,3.101585838043084e-07
267,345,1.8181818181818182e-05,2e-05,1.9931818181818184e-05,3.4542463985383645e-07
268,320,1.8181818181818182e-05,2e-05,1.992727272727273e-05,3.562894171320553e-07
269,332,1.8181818181818182e-05,2e-05,1.991818181818182e-05,3.769165898477532e-07
270,355,1.8181818181818182e-05,2e-05,1.9931818181818184e-05,3.4542463985383645e-07
271,349,1.8181818181818182e-05,2e-05,1.9940909090909094e-05,3.2240701138727167e-07
272,335,1.8181818181818182e-05,2e-05,1.9945454545454545e-05,3.101585838043084e-07
273,344,1.8181818181818182e-05,2e-05,1.9936363636363636e-05,3.3414501726363635e-07
274,348,1.8181818181818182e-05,2e-05,1.9931818181818184e-05,3.4542463985383645e-07
275,328,1.8181818181818182e-05,2e-05,1.9931818181818184e-05,3.4542463985383645e-07
276,337,1.8181818181818182e-05,2e-05,1.9936363636363636e-05,3.3414501726363635e-07
277,341,1.8181818181818182e-05,2e-05,1.9936363636363636e-05,3.3414501726363635e-07
278,338,1.8181818181818182e-05,2e-05,1.9886363636363638e-05,4.401117438871633e-07
279,340,1.8181818181818182e-05,2e-05,1.987727272727273e-05,4.5615623682752565e-07
280,343,1.8181818181818182e-05,2e-05,1.9872727272727273e-05,4.6390366626085097e-07
281,345,1.8181818181818182e-05,2e-05,1.986818181818182e-05,4.7147999791053715e-07
282,340,1.8181818181818182e-05,2e-05,1.9890909090909093e-05,4.3179425771049766e-07
283,329,1.8181818181818182e-05,2e-05,1.991818181818182e-05,3.769165898477532e-07
284,335,1.8181818181818182e-05,2e-05,1.991818181818182e-05,3.769165898477532e-07
285,336,1.8181818181818182e-05,2e-05,1.990909090909091e-05,3.9626354032202266e-07
286,342,1.8181818181818182e-05,2e-05,1.9945454545454545e-05,3.101585838043084e-07
287,340,1.8181818181818182e-05,2e-05,1.992727272727273e-05,3.562894171320553e-07
288,343,1.8181818181818182e-05,2e-05,1.9922727272727274e-05,3.6677621704310884e-07
289,326,1.8181818181818182e-05,2e-05,1.990909090909091e-05,3.9626354032202266e-07
290,336,1.8181818181818182e-05,2e-05,1.9890909090909093e-05,4.3179425771049766e-07
291,324,1.8181818181818182e-05,2e-05,1.9863636363636363e-05,4.788933524024858e-07
292,339,1.8181818181818182e-05,2e-05,1.985e-05,5.002272210978441e-07
293,346,1.8181818181818182e-05,2e-05,1.984090909090909e-05,5.137570252480762e-07
294,346,1.8181818181818182e-05,2e-05,1.9872727272727273e-05,4.6390366626085097e-07
295,349,1.8181818181818182e-05,2e-05,1.9881818181818183e-05,4.4822883765895627e-07
296,324,1.8181818181818182e-05,2e-05,1.99e-05,4.145095678247883e-07
297,340,1.8181818181818182e-05,2e-05,1.9890909090909093e-05,4.3179425771049766e-07
298,352,1.8181818181818182e-05,2e-05,1.987727272727273e-05,4.5615623682752565e-07
299,347,1.8181818181818182e-05,2e-05,1.985909090909091e-05,4.861511855447435e-07
