generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,349,6.671033819872975e-06,9.418317409900086e-06,7.856731716105627e-06,4.95008179401355e-07
1,343,6.671033819872975e-06,9.418317409900086e-06,7.886387728438843e-06,5.197944922567923e-07
2,332,6.671033819872975e-06,9.418317409900086e-06,7.891955018820571e-06,4.962129231729507e-07
3,311,6.686303349955448e-06,9.418317409900086e-06,7.886719518695862e-06,4.6174795855442146e-07
4,341,6.686303349955448e-06,9.418317409900086e-06,7.920678676676592e-06,4.84173582043552e-07
5,343,6.686303349955448e-06,9.418317409900086e-06,7.972265385298392e-06,5.082933087882607e-07
6,339,6.807146224841262e-06,9.418317409900086e-06,8.012983952005152e-06,5.087683510406322e-07
7,345,6.807146224841262e-06,9.418317409900086e-06,8.014022118303388e-06,4.887831893703664e-07
8,361,6.807146224841262e-06,9.418317409900086e-06,8.019639985072365e-06,5.300267948756674e-07
9,337,6.807146224841262e-06,9.418317409900086e-06,8.049734190305464e-06,5.197937947103052e-07
10,350,6.669246545848826e-06,9.418317409900086e-06,8.110930008360303e-06,5.462597090786362e-07
11,342,6.669246545848826e-06,9.418317409900086e-06,8.146275969470837e-06,5.287668797478279e-07
12,357,6.669246545848826e-06,9.418317409900086e-06,8.199107139759701e-06,5.093934382186598e-07
13,357,6.669246545848826e-06,9.418317409900086e-06,8.203213209282199e-06,5.415751446922751e-07
14,341,6.669246545848826e-06,9.418317409900086e-06,8.24321474065095e-06,5.442561495106608e-07
15,342,6.5268298181538545e-06,9.418317409900086e-06,8.256600401844366e-06,5.721522606899195e-07
16,352,6.5268298181538545e-06,9.418317409900086e-06,8.286477031157986e-06,5.706071960423791e-07
17,318,6.669246545848826e-06,9.418317409900086e-06,8.257347634004566e-06,5.564521200793598e-07
18,340,6.669246545848826e-06,9.418317409900086e-06,8.313403097392862e-06,5.542059750484576e-07
19,329,6.669246545848826e-06,9.620937382887508e-06,8.3252351580584e-06,5.750338545294662e-07
20,349,6.669246545848826e-06,9.620937382887508e-06,8.34992803724165e-06,5.787036833705031e-07
21,330,7.383148402849148e-06,9.620937382887508e-06,8.38443953945089e-06,5.579977192737231e-07
22,318,7.383148402849148e-06,9.620937382887508e-06,8.415873360426212e-06,5.719420944245724e-07
23,355,7.383148402849148e-06,9.620937382887508e-06,8.442583436220922e-06,5.6526388129142e-07
24,335,7.383148402849148e-06,9.620937382887508e-06,8.459230192567862e-06,5.447853401999145e-07
25,350,7.383148402849148e-06,9.620937382887508e-06,8.449464821225948e-06,5.503078092572446e-07
26,354,7.383148402849148e-06,9.620937382887508e-06,8.47008461750218e-06,5.496854363817551e-07
27,344,7.383148402849148e-06,9.620937382887508e-06,8.497894760447953e-06,5.626549163574398e-07
28,332,7.383148402849148e-06,9.620937382887508e-06,8.550526452201944e-06,5.621925020188446e-07
29,341,7.383148402849148e-06,9.653181222464283e-06,8.582478592390826e-06,5.445850585208441e-07
30,330,7.383148402849148e-06,9.653181222464283e-06,8.632367570221896e-06,5.524338910973915e-07
31,336,7.383148402849148e-06,9.653181222464283e-06,8.63898545104892e-06,5.815141050481026e-07
32,346,7.383148402849148e-06,9.653181222464283e-06,8.606572258843567e-06,5.692180792829236e-07
33,323,7.383148402849148e-06,9.653181222464283e-06,8.639945969563044e-06,5.640855649997459e-07
34,349,7.444361513786827e-06,9.653181222464283e-06,8.64651585503728e-06,5.328135702928244e-07
35,329,7.444361513786827e-06,9.653181222464283e-06,8.660019856612926e-06,5.291917509787058e-07
36,344,7.3149543931994935e-06,9.653181222464283e-06,8.710820355049e-06,5.346973862773948e-07
37,331,7.3149543931994935e-06,9.653181222464283e-06,8.738343384457638e-06,5.570597392242889e-07
38,345,7.168803862007334e-06,9.653181222464283e-06,8.832331715699054e-06,5.544784061641566e-07
39,344,7.444361513786827e-06,9.653181222464283e-06,8.877426547976773e-06,5.357918127828423e-07
40,352,7.444361513786827e-06,9.653181222464283e-06,8.904302645792951e-06,4.988754264922787e-07
41,344,7.444361513786827e-06,9.653181222464283e-06,8.961055580143396e-06,4.74737899877809e-07
42,333,7.597048455789546e-06,9.653181222464283e-06,8.9896523230691e-06,4.6363873588141825e-07
43,352,7.597048455789546e-06,9.653181222464283e-06,9.00384273228724e-06,4.387697581530488e-07
44,336,7.597048455789546e-06,9.653181222464283e-06,9.022901706346994e-06,4.255623097115286e-07
45,337,7.597048455789546e-06,9.653181222464283e-06,9.008016338196716e-06,4.410075754643989e-07
46,336,7.2305402311571555e-06,9.653181222464283e-06,9.013234790331163e-06,4.5076880775262516e-07
47,365,6.909137275988223e-06,9.653181222464283e-06,9.00240419259603e-06,4.7177354050809083e-07
48,325,6.909137275988223e-06,9.653181222464283e-06,9.011854772811377e-06,4.739150399023455e-07
49,330,6.909137275988223e-06,9.653181222464283e-06,8.999728287126723e-06,5.097928747571093e-07
